DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
ELECTRONICA,8605,SEÑALES Y SISTEMAS,"TORRES, HUMBERTO MAXIMILIANO",2/27/2023,16:00,19:00,Paseo Colon
NAVAL,7306,VIBRACIONES DE ESTRUCTURAS,"BUCELLO, PABLO AUGUSTO",2/27/2023,16:00,19:00,Paseo Colon
TEC INDUSTRIAL,7206,AUTOMATIZACION INDUSTRIAL,"NITTI, ALEJANDRO LEONARDO",2/27/2023,17:00,20:00,
TEC INDUSTRIAL,9206,AUTOMATIZACIÓN INDUSTRIAL Y ROBÓTICA,"NITTI, ALEJANDRO LEONARDO",2/27/2023,17:00,20:00,
COMPUTACION,7501,COMPUTACIÓN,"SERVETTO, ARTURO CARLOS",2/27/2023,17:00,19:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"SERVETTO, ARTURO CARLOS",2/27/2023,17:00,19:00,Paseo Colon
AGRIMENSURA,7040,GEOLOGÍA APLICADA,"RE, GUILLERMO HECTOR",2/27/2023,17:00,21:00,
AMBIENTE,7741,GESTION AMBIENTAL EN LA IND. ALIMENTARIA,"BENAVIDES, MARIA ELENA",2/27/2023,17:00,19:00,Paseo Colon
AMBIENTE,7701,HIGIENE Y SEGURIDAD DEL TRABAJO,"AUGUET, JORGE OMAR",2/27/2023,17:00,19:00,Paseo Colon
AMBIENTE,9703,HIGIENE Y SEGURIDAD EN OBRAS CIVILES,"AUGUET, JORGE OMAR",2/27/2023,17:00,19:00,Paseo Colon
AMBIENTE,9701,HIGIENE Y SEGURIDAD INDUSTRIAL,"AUGUET, JORGE OMAR",2/27/2023,17:00,19:00,Paseo Colon
ING QUIMICA,7656,INSTR. Y CONTROL DE PLANTAS QUÍMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/27/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7609,INSTRUMEN. Y CONTROL DE PLANTAS QUIMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/27/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7643,INSTRUMENTACION Y CONTROL,"ZANINI, ANIBAL JOSE ANTONIO",2/27/2023,17:00,22:00,Ing Quimica
ELECTRONICA,8640,LABORATORIO DE REDES DE COMPUTADORAS,"UTARD, MARCELO",2/27/2023,17:00,20:00,Paseo Colon
ENERGIA,6506,MAQUINAS ELECTRICAS,"JURADO, ALEJANDRO DIEGO",2/27/2023,17:00,20:00,Paseo Colon
ENERGIA,8536,MÁQUINAS ELÉCTRICAS,"JURADO, ALEJANDRO DIEGO",2/27/2023,17:00,20:00,Paseo Colon
ELECTRONICA,8639,REDES DE COMPUTADORAS,"UTARD, MARCELO",2/27/2023,17:00,20:00,Paseo Colon
ENERGIA,7906,Geofisica del Petroleo,Flores,2/27/2023,17:30,20:30,Ing Quimica
COMPUTACION,7541,ALGORITMOS Y PROGRAMACION II,"CALVO, PATRICIA MABEL",2/27/2023,18:00,21:00,Paseo Colon
COMPUTACION,9512,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",2/27/2023,18:00,21:00,Paseo Colon
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",2/27/2023,18:00,21:00,Paseo Colon
AGRIMENSURA,7007,CÁLCULO DE COMPENSACIÓN,NULL,2/27/2023,18:00,22:00,
NAVAL,7302,CONSTRUCCION NAVAL I,"TOUBES, GUSTAVO LUCAS",2/27/2023,18:00,21:00,Paseo Colon
COMPUTACION,9559,"DISEÑO, OPERACION Y GESTION DE SERVICIOS INFORMATICOS",,2/27/2023,18:00,21:00,Paseo Colon
ENERGIA,7913,Ev. de Proyectos,VINSON,2/27/2023,18:00,21:00,Ing Quimica
ENERGIA,7909,Gas y Condensados,Casares,2/27/2023,18:00,21:00,Ing Quimica
CONSTRUCCIONES,9404,HORMIGÓN II,"COLOMBO, MARIANO ANDRES - EDER, GUSTAVO RODOLFO",2/27/2023,18:00,21:00,
TEC INDUSTRIAL,7204,INDUSTRIAS DE PROCESOS DE CONFORMACION,"MAZZEO, SEBASTIAN",2/27/2023,18:00,22:00,
ENERGIA,7908,Ing. de Reservorios,CARRONE,2/27/2023,18:00,21:00,Ing Quimica
ING QUIMICA,7642,INGENIERIA DE LAS INSTALACIONES II B,"GELSO, LAUTARO",2/27/2023,18:00,21:00,Ing Quimica
ING QUIMICA,7654,INSTALACIONES DE PLANTAS DE PROCESOS,"GELSO, LAUTARO",2/27/2023,18:00,21:00,Ing Quimica
ING QUIMICA,7660,LABORATORIO DE OPERACIONES Y PROCESOS,"CHOCRON, MAURICIO",2/27/2023,18:00,22:00,
TRANSPORTE,6808,PLANEAMIENTO DEL TRANSPORTE,"KRANTZER, HECTOR GUILLERMO - BELENKY, LUIS PABLO",2/27/2023,18:00,21:00,
TRANSPORTE,8806,PLANEAMIENTO DEL TRANSPORTE,"KRANTZER, HECTOR GUILLERMO - BELENKY, LUIS PABLO",2/27/2023,18:00,21:00,
ENERGIA,7912,PRODUCCIÓN DE PETRÓLEO,"GONZALEZ FERRER, JUAN MANUEL",2/27/2023,18:00,21:00,Ing Quimica
COMPUTACION,9508,TALLER DE PROGRAMACIÓN,"DEYMONNAZ, PABLO ANDRES",2/27/2023,18:00,22:00,Paseo Colon
COMPUTACION,7542,TALLER DE PROGRAMACION I,"DEYMONNAZ, PABLO ANDRES",2/27/2023,18:00,22:00,Paseo Colon
MECANICA,6715,TECNOLOGIA MECANICA I,"COSTA, EDUARDO ROBERTO",2/27/2023,18:00,22:00,Paseo Colon
ENERGIA,7911,Terminacion de Pozos,Sorenson,2/27/2023,18:00,22:00,Ing Quimica
AGRIMENSURA,7000,TESIS,"MONTES, ALEJANDRO GABRIEL",2/27/2023,18:00,22:00,
AGRIMENSURA,7034,TOPOGRAFÍA III,"CIMBARO, SERGIO RUBEN",2/27/2023,18:00,22:00,
AGRIMENSURA,7035,TOPOGRAFÍA IV,"CIMBARO, SERGIO RUBEN",2/27/2023,18:00,22:00,
HIDRAULICA,8919,TRANSPORTE DE FLUIDOS TUBERÍAS,"HARDTKE, ASTRID LAURA",2/27/2023,18:00,NULL,
MECANICA,6748,TRATAMIENTOS TERMICOS,"FIRPO, ROLANDO ADRIAN",2/27/2023,18:00,21:00,Paseo Colon
COMPUTACION,7509,ANALISIS DE LA INFORMACION,"VILLAGRA, SERGIO GUSTAVO",2/27/2023,18:30,21:30,Paseo Colon
COMPUTACION,7539,APLICACIONES INFORMATICAS,"IERACHE, JORGE SALVADOR",2/27/2023,18:30,21:30,Paseo Colon
TEC INDUSTRIAL,7205,ARQUITECTURA INDUSTRIAL,"DIEGO, ROSA ANGELA",2/27/2023,18:30,21:30,
TEC INDUSTRIAL,9205,EDIFICIOS INDUSTRIALES,"DIEGO, ROSA ANGELA",2/27/2023,18:30,21:30,
GESTION,9103,ESTADÍSTICA APLICADA I,"BURSKY, JORGE CESAR CARLOS - GIL, JAVIER LUIS",2/27/2023,18:30,NULL,
GESTION,7103,ESTADISTICA TECNICA,"BURSKY, JORGE CESAR CARLOS - GIL, JAVIER LUIS",2/27/2023,18:30,NULL,
COMPUTACION,7558,EVALUACION DE PROY. Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",2/27/2023,18:30,21:30,Paseo Colon
COMPUTACION,9537,EVALUACIÓN DE PROYECTOS Y MANEJO DE RIESGOS,"VILLAGRA, SERGIO GUSTAVO",2/27/2023,18:30,21:30,Paseo Colon
TEC INDUSTRIAL,7210,INDUSTRIAS DE CELULOSA Y PAPEL,"DELORENZI, FABIAN",2/27/2023,18:30,20:00,
TEC INDUSTRIAL,9210,INDUSTRIAS DE CELULOSA Y PAPEL,"DELORENZI, FABIAN",2/27/2023,18:30,20:00,
COMPUTACION,7550,INTRODUCCION A LOS SISTEMAS INTELIGENTES,"OCHOA, MARIA ALEJANDRA",2/27/2023,18:30,21:30,Paseo Colon
COMPUTACION,7565,MANUFACTURA INTEGRADA POR COMP.(CIM) I,"IERACHE, JORGE SALVADOR",2/27/2023,18:30,21:30,Paseo Colon
COMPUTACION,7566,MANUFACTURA INTEGRADA POR COMP.(CIM) II,"IERACHE, JORGE SALVADOR",2/27/2023,18:30,21:30,Paseo Colon
HIDRAULICA,8917,MECÁNICA DE LOS FLUIDOS,"CALZARETTO, RICARDO ALBERTO",2/27/2023,18:30,NULL,
HIDRAULICA,6903,MECANICA DE LOS FLUIDOS A,"CALZARETTO, RICARDO ALBERTO",2/27/2023,18:30,NULL,
COMPUTACION,9520,MÉTODOS Y MODELOS EN LA INGENIERÍA DE SOFTWARE I,"VILLAGRA, SERGIO GUSTAVO",2/27/2023,18:30,21:30,Paseo Colon
COMPUTACION,7509,ANALISIS DE LA INFORMACION,"GONZALEZ, NORBERTO DANIEL",2/27/2023,19:00,22:00,Paseo Colon
TRANSPORTE,8809,ANÁLISIS DE SISTEMAS DE TRANSPORTE,"PAPAZIAN, ARTURO - AGOSTA, ROBERTO DANIEL",2/27/2023,19:00,22:00,
COMPUTACION,7548,CALIDAD EN DESARROLLO DE SISTEMAS,"FONTDEVILA, DIEGO",2/27/2023,19:00,22:00,Paseo Colon
MECANICA,6710,CALOR Y TERMODINAMICA,"SALCEDO, DAMIAN JORGE LUIS",2/27/2023,19:00,22:30,Paseo Colon
ELECTRONICA,8612,COMUNICACIÓN DE DATOS,"MARRONE, LUIS ARMANDO",2/27/2023,19:00,22:00,Paseo Colon
GESTION,7137,DIRECCION DE MANUFACTURA,"KOLL, MARCELO HORACIO",2/27/2023,19:00,NULL,
GESTION,9126,DIRECCIÓN DE MANUFACTURA,"KOLL, MARCELO HORACIO",2/27/2023,19:00,NULL,
ENERGIA,8520,ENERGÍAS RENOVABLES,"OTERO, ALEJANDRO DANIEL",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,9530,ESTÁNDARES DE CALIDAD Y MODELOS DE REFERENCIA,"FONTDEVILA, DIEGO",2/27/2023,19:00,22:00,Paseo Colon
TRANSPORTE,6804,FERROCARRILES,"ROSUJOVSKY, ALBERTO JORGE - CASTRO DURAN, MARIANO GAB - SEGARRA PRADES, MERITXELL - TORIGGIA, MAXIMILIANO GABRIEL",2/27/2023,19:00,22:00,
TRANSPORTE,8812,FERROCARRILES A,"ROSUJOVSKY, ALBERTO JORGE - CASTRO DURAN, MARIANO GAB - SEGARRA PRADES, MERITXELL - TORIGGIA, MAXIMILIANO GABRIEL",2/27/2023,19:00,22:00,
TRANSPORTE,8804,FERROCARRILES B,"ROSUJOVSKY, ALBERTO JORGE - CASTRO DURAN, MARIANO GAB - SEGARRA PRADES, MERITXELL - TORIGGIA, MAXIMILIANO GABRIEL",2/27/2023,19:00,22:00,
GESTION,9102,GERENCIAMIENTO Y ORGANIZACIÓN DE OBRAS CIVILES,"KOMPEL, LUIS JOSE",2/27/2023,19:00,NULL,
GESTION,9128,GESTIÓN DE COSTOS,"ZANCHETTI, BEATRIZ SUSANA",2/27/2023,19:00,NULL,
ING QUIMICA,7629,INDUSTRIA DE PROCESOS,"IPPOLITO, PABLO FEDERICO",2/27/2023,19:00,22:00,Ing Quimica
TRANSPORTE,6807,INGENIERIA DEL TRANSPORTE,"PAPAZIAN, ARTURO",2/27/2023,19:00,22:00,
ELECTRONICA,8621,INSTRUMENTACIÓN Y CONTROL DE PROCESOS,"SELLERIO, GUILLERMO CARLO",2/27/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8614,INTRODUCCIÓN A PROYECTOS,"AMDEN, ANGEL HORACIO",2/27/2023,19:00,22:00,Paseo Colon
ELECTRONICA,6602,LABORATORIO,"ROSA, ADRIÁN DARÍO",2/27/2023,19:00,22:00,Paseo Colon
GESTION,9127,LOGÍSTICA,"ZAMMARANO, JOSE SALVADOR",2/27/2023,19:00,NULL,
GESTION,7143,LOGISTICA INTEGRAL,"ZAMMARANO, JOSE SALVADOR",2/27/2023,19:00,NULL,
CONSTRUCCIONES,9407,MAQUINARIAS DE LA CONSTRUCCIÓN,NULL,2/27/2023,19:00,22:00,
TEC INDUSTRIAL,7213,MATERIALES INDUSTRIALES II,"SALGADO, HORACIO - SURACE, PABLO ESTEBAN",2/27/2023,19:00,21:00,
COMPUTACION,9521,MÉTODOS Y MODELOS EN LA INGENIERIA DE SOFTWARE II,"PAEZ, NICOLAS MARTIN",2/27/2023,19:00,22:00,Paseo Colon
MECANICA,6726,METROLOGIA,"BARR, JOHN LESLIE",2/27/2023,19:00,22:00,Paseo Colon
GESTION,7111,ORGANIZACION DE OBRAS,"KOMPEL, LUIS JOSE",2/27/2023,19:00,NULL,
GESTION,7105,ORGANIZACION INDUSTRIAL II,"LEITER, ALFREDO",2/27/2023,19:00,NULL,
GESTION,9112,ORGANIZACIÓN INDUSTRIAL II,"LEITER, ALFREDO",2/27/2023,19:00,NULL,
MECANICA,6744,PLANTAS TERMICAS,"CAVIEDES, PABLO MARTÍN",2/27/2023,19:00,22:00,Paseo Colon
ENERGIA,8532,PROYECTO DE CENTRALES FOTOVOLTAICAS Y EÓLICAS,"OTERO, ALEJANDRO DANIEL",2/27/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"CARAM, LEONIDAS FACUNDO",2/27/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"CARAM, LEONIDAS FACUNDO",2/27/2023,19:00,22:00,Paseo Colon
ENERGIA,8528,Seminario de Ing. Elec I,Otero,2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,7571,SEMINARIO DE ING. EN INFORMATICA I,"CARAM, LEONIDAS FACUNDO",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,7572,SEMINARIO DE ING. EN INFORMATICA II,"CARAM, LEONIDAS FACUNDO",2/27/2023,19:00,22:00,Paseo Colon
TEC INDUSTRIAL,9214,SEMINARIO DE INGENIERIA INDUSTRIAL I,"SABELLI, ALFREDO JORGE",2/27/2023,19:00,23:00,
TEC INDUSTRIAL,9221,SEMINARIO DE INGENIERÍA INDUSTRIAL III,"SABELLI, ALFREDO JORGE",2/27/2023,19:00,23:00,
TEC INDUSTRIAL,9226,SEMINARIO DE INGENIERIA INDUSTRIAL IV,"SABELLI, ALFREDO JORGE",2/27/2023,19:00,23:00,
MECANICA,6745,SIST. DE CONTROL EN INSTALAC. TERMICAS,"CAVIEDES, PABLO MARTÍN",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,7510,TECNICAS DE DISEÑO,"PAEZ, NICOLAS MARTIN",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,7510,TECNICAS DE DISEÑO,"PANTALEO, GUILLERMO GUSTAVO - MONTALDO, DIEGO FERNANDO",2/27/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8650,TECNOLOGÍA DE LOS COMPONENTES,"SELLERIO, GUILLERMO CARLO",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,7529,TEORIA DE ALGORITMOS I,"PODBEREZSKI, VICTOR DANIEL",2/27/2023,19:00,22:00,Paseo Colon
COMPUTACION,9506,TEORÍA DE ALGORITMOS I,"PODBEREZSKI, VICTOR DANIEL",2/27/2023,19:00,22:00,Paseo Colon
ING QUIMICA,7665,TERMODINÁMICA APLICADA A LOS PROCESOS PETROLEROS,"REBOREDO, LUCAS GABRIEL",2/27/2023,19:00,22:00,Ing Quimica
MECANICA,8709,TERMODINÁMICA Y MECÁNICA DE FLUIDOS,"SALCEDO, DAMIAN JORGE LUIS",2/27/2023,19:00,22:30,Paseo Colon
ESTABILIDAD,8499,TRABAJO PROFESIONAL DE INGENIERÍA CIVIL,"SOSTI, LUIS NELSON",2/27/2023,19:00,21:00,
GESTION,9134,GESTIÓN FINANCIERA,"DIEGO, ALEJANDRO OSCAR",2/27/2023,19:30,NULL,
GESTION,7134,GESTION PRESUPUESTARIA,"DIEGO, ALEJANDRO OSCAR",2/27/2023,19:30,NULL,
NAVAL,7309,PROYECTO DE BUQUES I,,2/27/2023,17:00,19:00,Paseo Colon
NAVAL,7310,PROYECTO DE BUQUES II,,2/27/2023,17:00,19:00,Paseo Colon
NAVAL,7316,CONSTRUCCION NAVAL III,,2/27/2023,17:00,19:00,Paseo Colon
MATEMATICA,8101,ANÁLISIS MATEMÁTICO II,"MANCILLA AGUILAR, JOSE LUIS - GRYNBERG, SEBASTIAN PABLO",2/28/2023,9:00,12:00,Paseo Colon
MATEMATICA,6103,ANALISIS MATEMATICO II A,"GRYNBERG, SEBASTIAN PABLO - MANCILLA AGUILAR, JOSE LUIS",2/28/2023,9:00,12:00,Paseo Colon
QUIMICA,6302,QUIMICA I,"APHESTEGUY, JUAN CARLOS - RUSSO, ANALIA VERONICA - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",2/28/2023,9:00,12:00,Paseo Colon
ELECTRONICA,8603,DISPOSITIVOS SEMICONDUCTORES,"CARBONETTO, SEBASTIÁN HORACIO",2/28/2023,14:00,17:00,Paseo Colon
ENERGIA,8522,METROLOGÍA Y TÉCNICAS DE CALIBRACIÓN ELÉCTRICA,"ALBARRACIN VALENCIA, RAFA",2/28/2023,14:00,16:00,Paseo Colon
ELECTRONICA,8660,SISTEMAS BIOLÓGICOS,"CYNOWIEC, ESTEBAN",2/28/2023,14:00,17:00,Paseo Colon
ELECTRONICA,6606,ANALISIS DE CIRCUITOS,"ZACCHIGNA, FEDERICO GIORDANO",2/28/2023,15:00,18:00,Paseo Colon
ELECTRONICA,8604,ANÁLISIS DE CIRCUITOS,"ZACCHIGNA, FEDERICO GIORDANO",2/28/2023,15:00,18:00,Paseo Colon
MECANICA,6713,CONOCIMIENTO DE MATERIALES I,"SALAS, ENRIQUE GUSTAVO - LAUFGANG, SERGIO GUSTAVO",2/28/2023,15:00,18:00,Paseo Colon
HIDRAULICA,8913,HIDRÁULICA FLUVIAL,"PATERSON, INÉS AGNES",2/28/2023,15:00,NULL,
HIDRAULICA,8904,MODELOS HIDRÁULICOS,"PATERSON, INÉS AGNES",2/28/2023,15:00,NULL,
ELECTRONICA,8647,OPTOELECTRÓNICA,"GONZALEZ, MARTIN GERMAN",2/28/2023,15:00,18:00,Paseo Colon
AMBIENTE,7709,SEGURIDAD AMBIENTAL Y DEL TRABAJO A,"RODRIGUEZ, CARLOS ROBERTO",2/28/2023,15:00,17:00,Paseo Colon
AMBIENTE,7708,SEGURIDAD AMBIENTAL Y DEL TRABAJO B,"RODRIGUEZ, CARLOS ROBERTO",2/28/2023,15:00,17:00,Paseo Colon
AMBIENTE,9702,SEGURIDAD AMBIENTAL Y DEL TRABAJO B,"RODRIGUEZ, CARLOS ROBERTO",2/28/2023,15:00,17:00,Paseo Colon
CONSTRUCCIONES,9412,TECNOLOGÍA DEL HORMIGÓN,"FAVA, CARLOS ALBERTO PABLO - BALZAMO, HUMBERTO MARCELO",2/28/2023,15:00,18:00,
ENERGIA,7924,Tecnologia y Sociedad,VINSON,2/28/2023,15:00,17:00,Ing Quimica
MECANICA,6731,TRANSFERENCIA DE CALOR Y MASA,"D´ADAMO, JUAN GASTON LEON",2/28/2023,15:00,18:00,Paseo Colon
TRANSPORTE,6805,AEROPUERTOS,"FERNANDEZ FAVARON, GUSTAVO - BRESCIANI, LUCAS ANGEL - ANTE, JOSE",2/28/2023,16:00,19:00,
TRANSPORTE,8811,AEROPUERTOS A,"FERNANDEZ FAVARON, GUSTAVO - BRESCIANI, LUCAS ANGEL - ANTE, JOSE",2/28/2023,16:00,19:00,
TRANSPORTE,8805,AEROPUERTOS B,"FERNANDEZ FAVARON, GUSTAVO - BRESCIANI, LUCAS ANGEL - ANTE, JOSE",2/28/2023,16:00,19:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"MENENDEZ, ANGEL NICOLAS",2/28/2023,16:00,19:00,Paseo Colon
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"MENENDEZ, ANGEL NICOLAS",2/28/2023,16:00,19:00,Paseo Colon
COMPUTACION,7538,ANALISIS NUMERICO II A,"MENENDEZ, ANGEL NICOLAS",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8664,COMPATIBILIDAD ELECTROMAGNETICA,"FANO, WALTER GUSTAVO",2/28/2023,16:00,18:00,Paseo Colon
COMPUTACION,7501,COMPUTACIÓN,"CABRERA, JOSE LUIS",2/28/2023,16:00,19:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"CABRERA, JOSE LUIS",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8617,CONTROL AUTOMÁTICO III,"ZANINI, ANIBAL JOSE ANTONIO",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8662,EQUIPAMIENTO PARA DIAGNOSTICO Y TRATAMIENTO BIOMÉDICO,"VALVERDE, ESTEBAN RAUL",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8620,IDENTIFICACIÓN Y CONTROL ADAPTATIVO,"ZANINI, ANIBAL JOSE ANTONIO",2/28/2023,16:00,19:00,Paseo Colon
HIDRAULICA,8911,INGENIERÍA SANITARIA I,"BURGELL, VERONICA",2/28/2023,16:00,NULL,
HIDRAULICA,8916,INGENIERÍA SANITARIA II,"BURGELL, VERONICA",2/28/2023,16:00,NULL,
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"MENENDEZ, ANGEL NICOLAS",2/28/2023,16:00,19:00,Paseo Colon
COMPUTACION,9510,MODELACIÓN NUMÉRICA,"MENENDEZ, ANGEL NICOLAS",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8629,PROPAGACIÓN Y SISTEMAS IRRADIANTES,"FANO, WALTER GUSTAVO",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"FUCHS, JORGE HECTOR ANTONIO",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"FUCHS, JORGE HECTOR ANTONIO",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8632,SISTEMAS INALÁMBRICOS,"FANO, WALTER GUSTAVO",2/28/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8601,TÉCNICA DIGITAL,"FUCHS, JORGE HECTOR ANTONIO",2/28/2023,16:00,19:00,Paseo Colon
AGRIMENSURA,7008,TOPOGRAFIA I,"LUVINI, LUIS FERNANDO",2/28/2023,16:00,20:00,
AGRIMENSURA,7009,TOPOGRAFIA II,"LUVINI, LUIS FERNANDO",2/28/2023,16:00,20:00,
AGRIMENSURA,9001,TOPOGRAFÍA Y GEODESIA,"LUVINI, LUIS FERNANDO",2/28/2023,16:00,20:00,
AGRIMENSURA,7015,CARTOGRAFIA,"MONTES, ALEJANDRO GABRIEL",2/28/2023,17:00,21:00,
AMBIENTE,9705,GESTIÓN AMBIENTAL,"BIANUCCI, MONICA ADRIANA",2/28/2023,17:00,19:00,Paseo Colon
AMBIENTE,7702,INTRODUCCION A LA INGENIERIA AMBIENTAL,"BIANUCCI, MONICA ADRIANA",2/28/2023,17:00,19:00,Paseo Colon
ESTABILIDAD,8407,MECÁNICA DE SUELOS Y GEOLOGÍA,"STRINA, ERNESTO DIEGO - CODEVILLA, MAURO",2/28/2023,17:00,20:00,
FISICA,6211,MECANICA RACIONAL,"SAMBUCO SALOMONE, LUCAS IGNACIO",2/28/2023,17:00,20:00,Paseo Colon
FISICA,8204,MECÁNICA RACIONAL,"SAMBUCO SALOMONE, LUCAS IGNACIO",2/28/2023,17:00,20:00,Paseo Colon
AMBIENTE,7705,PROYECTOS NACIONALES E ING. AMBIENTAL,"BIANUCCI, MONICA ADRIANA",2/28/2023,17:00,19:00,Paseo Colon
AMBIENTE,9704,SEGURIDAD AMBIENTAL Y DEL TRABAJO,"BIANUCCI, MONICA ADRIANA",2/28/2023,17:00,19:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"COSTA, GUIDO",2/28/2023,18:00,21:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"COSTA, GUIDO",2/28/2023,18:00,21:00,Paseo Colon
ESTABILIDAD,8404,COMPORTAMIENTO DE MATERIALES,"FERNANDEZ LUCO, LUIS - BENITEZ, ALEJANDRA",2/28/2023,18:00,21:00,
COMPUTACION,7501,COMPUTACIÓN,"COSTA, GUIDO",2/28/2023,18:00,21:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"COSTA, GUIDO",2/28/2023,18:00,21:00,Paseo Colon
ENERGIA,8516,ELECTRÓNICA DE POTENCIA,NULL,2/28/2023,18:00,20:00,Paseo Colon
NAVAL,7304,ESTRUCTURA DE BUQUES I,"SCHIFMAN, MARCOS",2/28/2023,18:00,21:00,Paseo Colon
AMBIENTE,9705,GESTIÓN AMBIENTAL,"SOLANA, ROMINA SOLEDAD",2/28/2023,18:00,23:00,Paseo Colon
HIDRAULICA,8908,GESTIÓN AMBIENTAL DE LOS RECURSOS HÍDRICOS,"ANTUNEZ, NORA MABEL",2/28/2023,18:00,NULL,
HIDRAULICA,8912,GESTIÓN AMBIENTAL EN INGENIERÍA CIVIL,"ANTUNEZ, NORA MABEL",2/28/2023,18:00,NULL,
AMBIENTE,9708,GESTIÓN AMBIENTAL PARA INGENIERÍA EN PETRÓLEO,"SOLANA, ROMINA SOLEDAD",2/28/2023,18:00,23:00,Paseo Colon
ENERGIA,7923,INDUSTRIALIZACIÓN DEL PETRÓLEO Y DEL GAS,"CARRONE, EDUARDO JORGE",2/28/2023,18:00,20:00,Ing Quimica
ELECTRONICA,8645,INDUSTRIAS Y PRODUCTOS DE ELECTRÓNICA,"ZANABRIA, JORGE NESTOR",2/28/2023,18:00,21:00,Paseo Colon
AGRIMENSURA,7031,INFORMACION RURAL,"OTTONE, WALTER ADRIAN",2/28/2023,18:00,22:00,
ING QUIMICA,7651,INTROD. A LA PLANIFICACIÓN INTERACTIVA,"PONIEMAN, GUILLERMO OSCAR",2/28/2023,18:00,21:00,Ing Quimica
ENERGIA,7901,INTRODUCCIÓN A LA INGENIERÍA EN PETRÓLEO,"MACIAS, LUCAS ADRIAN",2/28/2023,18:00,20:00,Ing Quimica
AMBIENTE,7702,INTRODUCCION A LA INGENIERIA AMBIENTAL,"SOLANA, ROMINA SOLEDAD",2/28/2023,18:00,23:00,Paseo Colon
ENERGIA,7902,PERFORACIÓN DE POZOS I,"MELI, RICARDO ARIEL",2/28/2023,18:00,20:00,Ing Quimica
AMBIENTE,7705,PROYECTOS NACIONALES E ING. AMBIENTAL,"SOLANA, ROMINA SOLEDAD",2/28/2023,18:00,23:00,Paseo Colon
AGRIMENSURA,7036,SISTEMAS CARTOGRÁFICOS Y TELEDETECCIÓN,"PIÑERO, CARLOS ALBERTO",2/28/2023,18:00,22:00,
COMPUTACION,7559,TECNICAS DE PROGRAMACION CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",2/28/2023,18:00,22:00,Paseo Colon
COMPUTACION,9509,TÉCNICAS DE PROGRAMACIÓN CONCURRENTE I,"DEYMONNAZ, PABLO ANDRES",2/28/2023,18:00,22:00,Paseo Colon
ELECTRONICA,8635,VIDEO DIGITAL,"VENTURINO, GABRIEL FRANCISCO",2/28/2023,18:00,21:00,Paseo Colon
TEC INDUSTRIAL,7202,INDUSTRIAS I,"LEGUIZAMON, CARLOS DANIEL",2/28/2023,18:30,21:00,
TEC INDUSTRIAL,9202,INDUSTRIAS I,"LEGUIZAMON, CARLOS DANIEL",2/28/2023,18:30,21:00,
COMPUTACION,7546,ADM. Y CONTROL DE PROY. INFORMATICOS II,"ALVARO, FERNANDO - ZAPATA, LAURA ANALIA",2/28/2023,19:00,22:00,Paseo Colon
